Cognate_ID	Kagazli1	Kagazli2	Kagazli3	Kagazli4	Kagazli5	Kagazli6	Kagazli7	Karaushan1	Karaushan2	Karaushan3	Karaushan4	Kiakmuz1	Kiakmuz2	Kiakmuz3	Kibarskoon	Kikulanak1	Kikulanak2	Kikulanak3	Kikulanak4	Kikulanak5	Kiorday1	Kiorday2	Kiorday3	Kiorday4	Kitamga	Kkhalqabad1	Kkhalqabad2	Kkhalqabad3	Kkkokdarya1	Kkkokdarya2	Kkkokdarya3	Kkkokdarya4	Kkshege1	Kkshege2	Kkshege3	Kkshege4	Tagalyk	Tkamangaron1	Tkamangaron2	Tkamangaron3	Tkamangaron4	Tkaptarhona1	Tkaptarhona2	Tkaptarhona3	Tkaptarhona4	Tkaptarhona5	Tnavdi1	Tnavdi2	Tnavdi3	Tnimich1	Tnimich2	Tnimich3	Tnimich4	Tnovmetan1	Tnovmetan2	Tnushor1	Tnushor2	Tnushor3	Trishtan1	Trishtan2	Trishtan3	Tshink1	Tshink2	Tshink3	Turmetan1	Turmetan2	Turmetan3	Turmetan4	Tzarmanak1	Tzarmanak2	Uhitoy1	Uhitoy2	Uhitoy3	Unovmetan3	Usoymahalla1	Usoymahalla2	Usoymahalla3	Uurtoqqishloq1	Uurtoqqishloq2	Uurtoqqishloq3	Uurtoqqishloq4	Uzarmanak3	Uzarmanak4	Ydugova1	Ydugova2	Ysafedorak1	Ysafedorak2	Ysafedorak3
road	ʒ ɔ l	ʒ ɔ l	ʒ ɔ ɬ	ʒ o ɬ	ʒ o ɬ	ʒ o ɬ	ʃ o ɬ	ʒ ɔ l	ʒ ɔ l	ʒ ɔ l	ʒ ɔ l	dʒ ɔ l	dʒ ɔ l	dʒ ɔ l	dʒ ɔ l	dʒ ɔ l	dʒ ɔ l	dʒ o l	dʒ ɔ l	dʒ ɔ l	dʒ ɔ l	dʒ ɔ l	dʒ ɔ l		dʒ ɔ l	ʒ ɔ l	ʒ ɔ l	ʒ ɔ l	dʒ ɔ l	ʒ ɔ l	ʒ ɔ l	ʒ ɔ l	ʒ ɔ l	ʒ ɔ l	ʒ ɔ l	ʒ ɔ l	r ɔ h	r o h	r o h	r a h	r a h	r a h	r ɔ h	r a h	r a h	r a h	r a h	r ɔ h	r ɔ h	r ɔ h	r ɔ h	r a h	r a h	r a h	r a	r ɔ h	r ɔ h	r a h	r a h	r ɒ h	r a h	r ɔ h	r ɔ h	r ɔ h	r ɔ h	r ɔ h	r ɔ h	r ɔ h	r a h	r aː	dʒ ɔ l	dʒ ɔ l	dʒ ɔ l	j ʉ l	j ɔ l	j ɔ l	j ɔ l	j ʉ l	j ʉ l	j ʉ l	j ʊ l	j ʉ l	j ʉ l	r ɔˑ t	r ɔ s	r ɔ t	r ɔː t	
root	t ə b ɨ r	t a m ə r	t a m ə r	t a m ə r	t a m ə r	t a m ə r	t a m ə r	t a m ɜ r	t a m ɜ r	t a m ɜ r	t a m ɜ r	b u t a q	t ɒ m ɨ r	t ɒ m ɨ r	t a m ɨ r	t a m ɨ r	t ɒ m ɨ r	t ɒ m ɨ r	t ɒ m ɨ r	t a m ɨ r	t a m ɨ r	t a m ə r		t a m ə r	t ɒ m ɨ r	t ɒ m ɜ r	t ø b ø r	t a m ɜ r	t a m ɜ r	t ø b ø r	t a m ɜ r	t a m ɜ r	t a m ɜ r	t ø b ø r	t ø b ø r	t a m ɜ r	rʲ e ʃ a	rʲ e ʃ a	rʲ e ʃ a	rʲ e ʃ a	rʲ e ʃ a	t ɔ m ə r	t ɒ m ə r		t ɔ m ə r	r e ʃ a	r e ʃ a	r e ʃ a	r e ʃ a	r e ʃ a	r e ʃ a	r e ʃ a	r e ʃ a	i l d i z̥	rʲ e ʃ a	r e ʃ a	r e ʃ a	r e ʃ a	r e ʃ a	r e ʃ a	rʲ e ʃ a	r e ʃ a	r e ʃ a	r e ʃ a	r e ʃ a		r e ʃ a	r e ʃ a	r e ʃ a	i l d ɨ z̥	t a m ɜ r	t a m ɜ r	t a m ɜ r	r e ʃ a	t a m ə r	t a m ɜ r	t ɔ m ɜ r	i l d ɪ z̥	t ɒ m ə r	ɨ l d ɨ z̥	t ɔ m ə r	i l d i z̥	i l d ɨ s	r ɪ ʃ a	r ɪ ʃ a	r ɪ ʃ a	r ɪ ʃ a	i tʃ i n
rope	ʒʲ i p	ʒ ɪ p	ʒ ɪ p	a r q a n	ʒʲ ɪ p	ʒ ɪ p	ʃ ɪ p	ʒ i p	a r χ a n	ʒ i p	ʒ i p	dʒ i p	a r q a n	a r q a n	dʒ i p	dʒ i p	dʒ i p	dʒ i p	dʒ i p	dʒ i p	dʒ i p	dʒ i p	dʒ i p	dʒ i p	dʒ i p	ʒ i p	a r χ a n	ʒ i p	dʒ i p	ʒ i p	ʒ i p	ʒ i p	ʒ i p	ʒ i p	ʒ i p	a r χ a n	r e s m ɔ n	r e s p ɔ̃ n	a r ɣ a m tʃ i n	rʲ e s p ɔ̃ n	a r ɣ a m tʃ i n	b a n d	b a n d	b a n d	b a n d	b a n d	b a n d	b a n d	b a n d	b a n d	b a n d	b a n d	b a n d	rʲ e s p ɔ̃		b a n d	b a n d	b a n d	a r ɣ a m tʃ i n	a r ɣ a m tʃ i n	a r ɣ a m tʃ i n	r e s p ɔ n	r e s m ɔ n	r e s m ɔ n	a r ɣ a m tʃ i n	r e s m ɔ n	r ɪ ʃ t a	r e s p ɔ n	r ɛ s p ɔ n	r e s p ɔ n	dʒ i p	dʒ i p	ʒ i p	a r q ɔ n	a r q ɒ n	a r q ɔ n	i p	a r q ɔ n	ɪ p	a r q ɔ n	ɪ p	i p	i p	v i t a	v i t a	v i t a	v i t a	v i t a
rotten	ʃ i r i g i n	ʃ i r i g i n	ʃ i r i g i n	ʃ i r i k	ʃ i r i g i n	r ɨ n d i g i n		ʃ ɪ r ɪ k	ʃ ɪ r ɪ k	ʃ ɪ r k	ʃ ɪ r ɪ k	tʃ i r i k	tʃ i r i k	tʃ i r i k	tʃ i r i k	tʃ i r i k	tʃ i r i k	tʃ i r i k	tʃ i r i k	tʃ i r i k	tʃ ɪ r ɪ k	tʃ i r i k	tʃ ɪ r ɪ k		tʃ i r i k	ʃ ɪ r ɪ k	ʃ ɪ r ɪ k	s aː s ɨ q	ʃ ɪ r ɪ k	ʃ ɪ r ɪ k	ʃ ɪ r ɪ k	ʃ ɪ r ɨ k	ʃ ɪ r ɪ k	ʃ ɪ r ɪ k	ʃ ɪ r ɪ k	ʃ ɪ r ɪ k	p u s i d a	p u s i d a g i	p ə s i d a g i		p u s i d a	p s i d a g i	p s i d a g i		p s i d a s	p s i d a g i	p u s i d a g i	p u s i d a g i	p u s i d a g i	b u g i n i k	p u s i d a	p u s i d a g i	p u s i d a g i	g a n d a		p u s i d a	b u j	p u s i d a g i	p o s i d a g i	t ɔ s i d a g i	t ɔ s d a g ɪ			p ə s i d a g i	p u s i d a g i	g a n d a	p ʉ s i d a n		p ʉ s i d a g i	p ʉ s d a g i	tʃ ɪ r ɪ k	tʃ ɪ r ɪ k	ʃ ɪ r ɪ k	tʃ i r i g a n	tʃ i r i g a n	tʃ i r i g a n	a tʃ i g a n	tʃ ɪ r ɪ k	tʃ ɪ r ɪ ɣ a n	tʃ ɪ r ɪ ɣ a n	tʃ ɪ r ɪ g a n	tʃ i r i g a n	j a r ɔ q s ɪ z̥	v a j r u n a	p u t a g i	x ʊ m a	p ʊ t a x	
round	d o m a l ɒ q	d ø ŋ e l ɛ k	d ʊ m a l a q	d ø ŋ ɪ l ɪ k	d ø ŋ e l ɛ k	d ɔ m a l a q	d ʊ m a l a q	d ø ŋ e l e k	d ø ŋ e l e k	d ɔ m a l a q	d ø ŋ ø lʲ ɛ k	t ɔ g ɔ l ɔ k	t e g e r ɛ k	t ɔ g ɔ l ɔ k	t e g e r ɛ k	t ɔ g ɔ l ɔ q	t e g e r ɛ k	t e g e r ɛ k	t e g e r ɛ k	t e g e r ɛ k	t ɔ g ɔ l ɔ k	t ʊ m a l a q	a j l a n a		t ɔ g ɔ l ɔ k	d ø ŋ ø lʲ e k	d ɔ m a l a q	d ø ŋ ø l ø k	d o m a l a q	d ʊ m a l a q	t ʊ m a l a q	d ʊ m a l a q	d ʊ ŋ ø lʲ e k	d ʊ m a l a k	d ø ŋ ø lʲ ø k	d ø ŋ ø lʲ ø k	l ʉ n d a	l y n d a	l ø n d a		l ø n d a	k u l u l a	d o j r a	k ə l u l a	k u l u l a	k u l u l a	g i r d̥	g i r d	g i r d	g i r d	g i r d	g i r d	g r̩ d	g ɨ r d a	g i r d a	g i r d	g i r d	g r̩ d	k u l u l a	k l u l a	k y l y l ə	l ʉ n d a	k u l u l a	l ʉ n d a	d a v r a	g i r d	d a β r a	l ʉ n d a	g i r d a	g i r d a	d ɔ m a l a q	a j l a n ʊ	d ø ŋ e l ɛ k	a j l a n a	t ʊ m a l a k	t ʊ m a l ɔ q	t ʊ m a l a q	a j l a n a	a j l a n a	a j l a n a	a j l a n a	d u m a l o χ	a j l a n a	g i r d	g i r d a k	l u n d a	g i r d	
salt	t ʉ z̥	t ʊ z̥	t u z̥	d u z̥	d u z̥	t u z̥	t u z̥	d ʊ z	t u z	t ʉ z	t ʉ z̥	t u s	t u s	t u s	t u z̥	t u z̥	t u z̥	t u s	t u s	t u z	t u z̥	t u s	t ʉ s	t u z	t u z̥	d ʉ z̥	d ʉ z̥	d ʉ z̥	t u s	t ʉ s	t ʊ s	t u z̥	d ʊ z̥	d ʊ z̥	d̥ ʊ z̥	d ʉ z̥	n a m a k	n a m a k	n a m a k	n a m a k	n a m a k	n a m a k	n a m a k	n a m a k	n a m a k	n a m a k	n a m a k	n a m a k	n a m a k	n a m a k	n a m a k	n a m a k	n ə m ə k	n a m a k	n a m a k	n a m a k	n a m a k	n ə m ə k	n a m a k	n a m a k	n a m a k	n a m a k	n a m a k	n a m a k	n a m a k	n a m a k	n a m a k	n a m a k	n a m a k	n a m a k	t u z̥	t ʉ z̥	t ʉ z̥	t u z̥	t ʊ z̥	t u z̥	t u s	t u s	t u s	t u s	t ʉ z	t u z	t u z̥	n a m a k	n a m a k	n a m a k	n a m a k	
sand	q u m	q u m	q u m	q u m	q u m	q u m	q u m	q ʊ m	q ʊ m	q ʊ m	q ʊ m	q u m	q u m	q u m	q u m	q ʊ m	q u m	q u m	q u m	q u m	q u m	q u m	q u m	q u m	q u m	q ʊ m	q ʊ m	q ʊ m	q ʊ m	q ʊ m	q ʊ m	q ʊ m	q ʊ m	q ʊ m	q ʊ m	q ʊ m	x u m	k u m	k u m	k u m tʃ a		q ø m	q u m	k ʊ m	q ø m	q m̩	r e k	rʲ e k	r e k	q ʊ m	rʲ e g	q ɜ m	q ɜ m	r e g̊	r e g	rʲ e g̊	x ɔ q	q m̩	r e g̊	r e g̊	r e g̊	q ʊ m	q ʊ m	q ʊ m	x ɔ k	q ʊ m	q m̩	x ɔ k	x ɔ k	x ɔ k	q ʊ m	q ʊ m	q ʊ m	q ʊ m	q u m	q u m	q ʊ m	t u p r ɔ k	q ʊ m	q ʊ m	q ʊ m	q u m	q u m	rʲ e k	q ʊ m	r e k	rʲ e g	
sea	k ʉ ɬ	dʲ e ŋ ɪ z̥	tʲ e ŋ ɪ z̥	tʲ e ŋ ɪ z̥	tʲ e ŋ ɪ z̥	tʲ e ŋ ɪ z̥	tʲ e ŋ ɪ z̥	tʲ e ŋ i z̥	tʲ e ŋ i z	tʲ e ŋ i z̥	tʲ e ŋ i z̥	d e ŋ i z̥	d e ŋ i z̥	d e ŋ i z̥	d e ŋ i z̥	d e ŋ i z̥	dʲ e ŋ i z̥	dʲ e ŋ i z̥	d e ŋ i z̥	d e ŋ i z̥	d ɛ ŋ ɪ s	dʲ e ŋ ɪ s	dʲ e ŋ ɪ z̥	dʲ e ŋ ɪ s	d ɛ ŋ i z̥	tʲ e ŋ i z̥	tʲ e ŋ i z̥	tʲ e ŋ i z̥	t a r j a	tʲ e ŋ ɨ z̥	tʲ e ŋ ɨ z̥	tʲ e ŋ ɨ z̥	tʲ e ŋ i z̥	tʲ e ŋ i z̥	tʲ e ŋ i z̥	tʲ e ŋ i z̥	b a h a r	b a h a r	b a h a r	d a r j ɔ	b a h a r	d e ŋ i z̥	d z i n g ɨ z	d a r j ɔ	d i n g ɨ z̥	k u l	b a h r	b a h r	b a h a r	b a h a r	b a h a r	b a h a r	b a h a r	d a r j ɔ	d̥ a r j ɔ	b a h ɐ r	b a h a r	b a h ɐ r	b a h a r	b a h ə r	b a h ə r	b a h r	b a h a r	b a h r	b a h r	b a h r	b a h r	k u l	d e ŋ i z̥	d e ŋ i z̥	dʲ e ŋ i z̥	dʲ e ŋ i z̥	tʲ e ŋ i z̥	d a r j ɔ	dʲ e ŋ i z̥	dʲ e ŋ ɪ s	dʲ e ŋ ɪ s	d e ŋ i z̥	d e ŋ i z̥	d e ŋ i z̥	d e ŋ i z̥	d e ŋ i z̥	d a r j ɔ	b a h a r	h a v z	b a h r	b a h r	
seed	d æ n	t u x u m	u r u q	d a n	d æ n	d æ n	t x ʊ m	t x ɨ m	t x ʊ m	t x ʊ m	t q ʊ m	y r ø n	a r p a	a r p a	y r ø n	u r u q	u r u q	u r u q	y r ø n	u r u k	u r u k	u r u k			u r u k	t x ʊ m	t x ʊ m	t x ʊ m	t x ʊ m	t x ʊ m	t x ʊ m	t x ʊ m	t x ʊ m	t x ʊ m	t x ʊ m	t x ʊ m	t u x m i	u r u x	t x u m		u r u x	u r ɔ k	u r u k	u r u x	u r u x	u r ʊ x	t u x m i	s e m e tʃ k a	d ɔ n a g i	t u x m i		t x m̩	t u x m i	u r u x		t u x m i	t u x m i		d ɔ n	t x u m	d ɔ n	t ʊ x m		t ʊ x m	t u x m		t ə x m		u r u x	t u x u m	t x ʊ m	t x ʊ m	t x ʊ m	u r u x	u r u ɣ̊	u r u k	u r u k	u r u x	u r u x	u r u ɣ̊	u r u ɣ	u r u x	u r u ɣ̊	ɣ a l a	ɣ a l a	t ʊ x m	t u x m i	t u x ə m
sharp	a h ʃ ə	ʉ t k ə r	w ø t k ə r	w ø t k ə r	w ø t k ə r	w ø t k ə r	w ø t k ə r	w ø t k ɨ r	w ø t k ɨ r	w ø t k ɨ r	w ø t k ɨ r	ʉ t k ɨ r	q u r tʃ	q u r tʃ	q u r tʃ	q u r tʃ	q u r tʃ	q u r tʃ	q u r tʃ	q u r tʃ	ø t k ɨ r	ø t k ɨ r	ø t k ʉ r	ø t k ɨ r	q u r tʃ	w ʉ t k ɨ r	w ʉ t k ɨ r	w ʉ t k ɨ r	w ø t k ɨ r	w ø t k ɨ r	w ø t k ɨ r	w ø t k ɨ r	w ʊ t k ə r	w ʉ t k ə r	w ʉ t k ə r	w ʉ t k ə r	tʲ e z	tʲ e s	t e z̥	t e s		t e z	t e z	t e z	t e z	t e z̥	t e z	t e z	t e z	t e z	t e z	t e z	t e z	tʲ ɪ z̥	tʲ e z̥	t e z	t e z	t e z	tʲ e z̥	t e z̥	tʲ e z̥	t ɪ z̥	t e z	t e z	t ɪ z	tʲ ɪ z	t ɪ z	t ɪ z̥	t e z	t e z̥	w ʉ t k ə r	w ʉ t k ə r	w ʉ t k ə r		ʉ t k ɪ r	ʉ t k ɨ r	ʉ t k ɪ r	ʉ t k ɪ r	w ʉ t k ʊ r	ʉ t k ə r	ʉ t k ə r	tʲ ɪ z	ʉ t k i r	t e z	t e z	tʲ e z̥	t e z	
short	q ɨ s q a	q ə s q a	q s x a	q s q a	q ɨ s q a	q ɨ s q a	q ɨ s q a	q ɨ s χ a	q ə s χ a	q ɨ s q a	q ɨ s χ a	q ɨ s q a	q ɨ s q a	q ɨ s q a	q ɨ s q a	q ɨ s q a	q ɨ s q a	q ɨ s q a	q ɨ s q a	q ɨ s q a	k a l t a	k a l t a		q ɨ s q a	q ɨ s q a	q ɨ s x a ʃ a	q ɨ s x a	q ɨ s x a	q ɨ s q a	q ɨ s q a	q ɨ s q a	kʲ e l t e	k e l t e	q ɨ s χ a	kʲ e l t e	kʲ e l tʲ e	k u t ɔ h	k y t ɔ h	k a l t a	m a z i k	k ø l t a	k a l t a	k a l t a	k a l t a		k a l t a	k u t ɔ h	k u t ɔ h	k a l t a	k a l t a	k u t ɔ h	k u t a h	k u t a h	k a ɬ t a	k a l t a	k u t ɔ h	k u t ɔ h	k u t a h		k a l t a	k a l t a	k a l t a	k u t ɔ h	k u t ɔ h	k a ɬ t a	k u t ɔ h	k u t ɔ h	k a l t a	k a l t a	k a l t a	q ɨ s q a	k ɛ l t e	q ɨ s q a	k a l t a	k a l t a	k a l t a	k a l t a	q a ɬ t a	q s̩ k a	q s̩ k a	q s̩ k a	k a ɬ t a	k a l t a		k a l t a	k a l t a	k a l t a	k a l t a
skin	tʲ e r ɪ	tʲ e r ɪ		tʲ e r ə	tʲ e r ɪ	tʲ e r ɪ		tʲ e r e	tʲ e r e	tʲ e r e	tʲ e r ɛ	t e r e	t e r ɪ	t e r ɪ	tʲ e r ɪ	tʲ e r ɪ	t e rʲ e	t e r ɪ	t e r ɪ	t e r ɪ	tʲ e r e	tʲ e r e	tʲ e r e	tʲ e r e		tʲ e r e	tʲ e r e	tʲ e r e	tʲ e r e	tʲ e r e	tʲ e r e	tʲ e r e	tʲ e r e	tʲ e r e	tʲ e r e	tʲ e r e	p u s t	p ø s t	p ø s t	p ø s t	p ø s t	p u s t	p u s t	p u s t	p u s t	p u s t	p u s t	p u s t	p u s t	p u s t	p u s t	p u s t	p u s t	tʃ a r m	p ʉ s t	p u s t	p u s t	p u s t	p u s t	p u s t	p u s t	p ʊ s t	p ʊ ʃ t	p ʊ s t	p ʊ s t	p ʊ s t	p ʊ s t	p ʊ ʃ t	p ʉ s t	p ʉ s t	tʲ e r e	tʲ e r e	tʲ e r e	p ʉ s t	t e r e	tʲ e r ə	t e r ə	t e r e	tʲ e rʲ e	t e r e	t e r e	p ʉ s t	t ɪ r ə	p u s t	tʃ a r m	p u s t	p u s t	p u s t
sky	a s p a n	a s p a n	a s p a n	a s p a n	a s p a n	a s p a n	a s p a n	a s f a n	a s f a n	a s p a n	a s p a n	a s m a n	a s m a n	a s m a n	a s m a n	a s m a n	a s m a n	a s m a n	a s m a n	a s m a n	a s m ɔ n	a s m a n	ɒ s m ɒ n	ɒ s m ɒ n	a s m a n	a s f a n	a s p a n	a s p a n	a s m a n	a s p a n	a s m a n	a s p a n	a s p a n	a s f a n	a s p a n	a s p a n	ɔ s m ɔ n	ɔ s m ɔ n	ɔ s m ɒ n	ɔ s m ɔ n	h a v ɔ	ɔ s m o n	ɔ s m ɔ n		ɔ s m ʊ n	ɔ s m u n	ɔ s m ɔ n	h a β ɔ	h a β ɔ	ɔ s m ɔ n	ɔ s m ɔ n	ɔ s m ɔ n	ɔ s m ɔ n	ɔ s p ɔ n	ɔ s m ɔ n	ɔ s m ɔ n	ɔ s m ɔ n	ɔ s m ʊ n	ɔ s m ɔ n	ɔ s m ɔ n	ɔ s m ɔ n	ɔ s m ɔ n	h a v ɔ	ɔ s m ɔ n	ɔ s m ɔ n	ɔ s m ɔ n	ɔ s m ɔ n	ɔ s m ɔ n	ɔ s p ɔ n	ɔ s m ɔ n	a s m a n	a s m a n	a s m a n	ɔ s m ɔ n	ɔ s m ɔ n	ɔ s m ɔ n	ɔ s m ɔ n	ɔ s m ɒ n	ɔ s m ɔ n	ɔ s m ɔ n	ɔ s m ɔ n	ɔ s m ɔ n	ɔ s m ɔ n	ɔ s m ʊ n	ɔ s m u n	ɔ s m ɔ n	ɔ s m ʊ n	
small	k i ʃ k ɪ nʲ e	k i ʃ kʲ e n e	k i ʃ kʲ e nʲ e	k i ʃ k e nʲ e	k i ʃ k e nʲ e	k i ʃ k ɪ nʲ e	a z l a q	k ɪ ʃ kʲ e nʲ e	k ə ʃ kʲ e n t ɛ	k ɨ ʃ kʲ e n t a j	k ɪ ʃ kʲ ɛ n t a j	k i tʃ i n ɛ	k i tʃ i n ɛ	k i tʃ i n ɛ k e	k i tʃ i n ɛ	k i tʃ i n ɛ	k i tʃ i n ɛ	k i tʃ i n ɛ	k i tʃ i n ɛ	k i tʃ i n ɛ	k i tʃ i k	k i tʃ i n ɛ	k i tʃ i n ɛ g ɛ	k i tʃ i nʲ ɛ	k i tʃ i n ɛ	k i ʃ kʲ ɛ n t a j	k i ʃ k e n e	k i ʃ k a n t a j	k i tʃ k e n e	k i ʃ k e nʲ e	k i ʃ k e n e	k i ʃ kʲ e n t a j	k i ʃ k i nʲ ɛ	k i ʃ k i n ɛ	k i ʃ kʲ e nʲ ɛ	k i ʃ kʲ ɛ n t a j	x u l d	m a j d a	m a j d a		m a j d a	m a j d a h a k	m a j d a	m a j d a h a k	m a j d a h a k	m a j d a h a k	m a j d a		m a j d a	m a j d a	m a j d a	x ʊ d̥	m a j d a	m a j d a		m a j d a	x ʊ r d	m a j d a	m a j d a	m a j d a	m a j d a	m a j d i k	m a j d a	x ʉ r d	m a j d a	m a j d a	m a j d a j a k		m a j d a	m a j d a	k i s k i nʲ ɛ	k i tʃ k e nʲ ɛ	k i s k i nʲ ɛ	k i tʃ i k	k i tʃ i k	k i tʃ k ɪ n ɛ	k i tʃ k ɪ n ɐ	k ɪ tʃ k i n a	k ɪ tʃ ɪ k	k ɪ tʃ ɪ k	k ɪ tʃ k i n a	k tʃ i k	k i tʃ i k	m a j d a k	m a j d a h a k	m a j d a h a k	m a j d a	m a j d a
smoke	t ʉ t ʉ n	t y t y n	t y t y n	t y t y n	t ʉ t ʉ n	b u	t ʉ t ʉ n	t y t y n	t y t y n	t y t y n	t y l q ə	t y t y n	t y t y n	t y t y n	t y t y n	t y t y n	t y t y n	t y t y n	t y t y n	t y t y n	t y t y n	t y t y n	t y t y n	t y t y n	t y t y n	t y t y n	t y t y n	t y t y n	t ʊ t ʊ n	t y t y n	t y t y n	t y t y n	t y t y n	t y t y n	t y t y n	t y t y n	d ʉ d̥	d u d̥	d u d̥	t u t u n		t u t u n	d u d	d u d̥	d u d̥	d d̩	d u d̥	d u d̥	d u d̥	d u d̥	d ʊ d	d u d̥	d ʊ d̥	t u t u n		d ʊ d̥	d ʊ d̥	d ʊ d̥	d y d̥	d y d̥	d y d̥	d d̩	d u d	d y d	d y t	d u d̥	d y t	d d̩	d u d̥	d u d̥	t y t y n	t y t y n	t y t y n	d u d	t u t u n	t y t y n	t ʉ t ʉ n	t y t y n	t y t y n	t y t y n	t y t y n	t u t u n	t u t u n	d u d	d u d	d ʉ d	d i d	
smooth	tʲ e g ɪ s	tʲ e g i s	tʲ ɪ g ɪ s	tʲ e g ɪ s	ʒ ʉ m s a q	tʲ e g ɪ s	t a j r a q	tʲ e g i z̥	tʲ e g i z̥	tʲ e g i z̥	tʲ e g i z̥	t e g i z̥	t e g i z̥	t e g i z̥	dʒ i l m a	dʒ a l p a q	dʒ i l m a	t e g i z̥	t e g i z̥	dʒ i l m a	t e g ɪ s	ʒ u m ʃ a k	tʲ e k ɪ s		dʒ i l m a	tʲ e g i z̥	tʲ e g i z̥	tʲ e g i z̥	tʲ e k s	tʲ e g ɪ z̥	tʲ e g i z̥	tʲ e g i z̥	ʒ ʊ m s a q	ʒ ʊ m s a q	tʲ e g i z̥	tʲ e g ɪ z̥	s ʉ f t a	s i ɬː ɪ q	s i lː i q			t ɛ kː ə z	s i lː ə q	t i kː ə z̥	t ɛ k s	t ɛ kː ə z̥	r ʒ̍ d	r ʒ̍ d	r ʒ̍ d	r ʒ̍ d	r ʊ ʒ d	r ʒ̍ d	r ʒ̍ d		t i k s		r ɪ ʒ d	r ʒ̍ d	t i kː i z̥	t e kː i z̥	s ɪ ɬː ə q	h a m v ɔ r	h a m v ɔ r	h a m v ɔ r	s i lː ɛ q	h a m v ɔ r	h a m v ɔ r	h a m v ɔ r		s i lː ə q	tʲ e k s	tʲ e k s	tʲ e g i z̥		s i lː ə q	t i k s		t e k ɪ s	s i lː ɜ q	s i lː ɜ q	s i lː ɜ q	s i lː ə q	s i lː ə q	h a m v ɔ r	h a v ɔ r a k	h a m v ɔ r	h a m v ɔ r	
snake	ʒ ɨ l a n	ʒ ə l a n	ʒ ə l a n	ʒ ə l a n	ʒ ə l a n	ʒ ə l a n	ʒ l a n	ʒ ɪ l a n	ʒ ɪ l a n	ʒ l a n	ʒ l a n	dʒ ɨ l a n	dʒ ɨ l a n	dʒ ɨ l a n	dʒ ɨ l a n	dʒ ɨ l a n	dʒ ɨ l a n	dʒ ɨ l a n	dʒ ɨ l a n	dʒ ɨ l a n	dʒ ɪ l a n	dʒ ɪ l a n	ʒ ɨ l a n	dʒ ɨ l a n	dʒ ɨ l a n	ʒ ɪ l a n	ʒ l a n	ʒ ɨ l a n	ʒ ɪ l a n	ʒ ɨ l a n	i l a n	ʒ ɨ l a n	ʒ l a n	ʒ l a n	ʒ ə l a n	ʒ l a n	m ɔ r	m ɔ r	m ɔ r	m ɔ r	m ɔ r	m o r	m ɔ r	m ɔ r	m ɔ r	m ɔ r	m ɔ r	m ʊ r	m ɔ r	m ʊ r	m ɔ r	m ɔ r	m ɔ r	m ɔ r		m ɔ r	m ɔ r	m ɔ r	m u r	m u r	m u r	m ɔ r	m ɔ r	m ɔ r	m ɔ r	m ɔ r	m ɔ r	m ɔ r	m ɔ r	m ɔ r	i l a n	dʒ i l a n	dʒ ɪ l a n	i l ɔ n	i l ɔ n	i l ɔ n	i l ɔ n	i l ɔ n	i l ɔ n	i l ɔ n	i l ɔ n	i l ɔ n	i l ɔ n	m ɔ r	m ɔ r	m ɔ r	m ɔ r	m ʊ r
snow	q a r	q a r	q a r	q a r	q a r	q a r	q a r	q a r	q a r	q a r	q a r	q a r	q a r	q a r	q a r	q a r	q a r	q a r	q a r	q a r	q ɒ r	q ɒ	q ɒ r	q ɒ r	q a r	q a r	q a r	q a r	q a r	q a r	q a r	q a r	q a r	q a r	q a r	q a r	b a r f	b a r f	b a r f	b a r f		b a r f	b a r f	b a r f	b a r f	b a r f	b a r f	b a r f	b a r f	b a r f	b a r f	b a r f	b a r f	b a r f	b a r f	b a r f	b a r f	b a r f	b a r f	b a r f	b a r f	b a r f	b a r f	b a r f	b a r f	b a r f	b a r f	b a r f	b a r f	b a r f	q a r	q a r	q a r	q ɔ r	q ɔ r	q ɔ r	q ɒ r	q ɔ r	q ɔ r	q ɔ r	q ɔ r	q ɔ r	q ɔ r	b a r f	β a f r	b a r f	b a r f	
